名字,价格,每平米价格,间数,面积,层号,年份,经纪人,地址
和平嘉园 6/6+1 86平 22 精装小房证 阳面65万,65万,7558元/m²,2室2厅,86m²,高层(共6层),2012年建造,董文新,和平嘉园                 桃城-桃城-问津街
急售前进街小学橄榄城两室两厅精装全阳面有证可贷款小房10平单,89.8万,9977元/m²,2室2厅,90m²,高层(共24层),2010年建造,赵华,橄榄城                 桃城-桃城-胜利西路
急售信誉楼附近鸿泰家园三室两厅一卫南北通透简单装修有证有车库,75万,7281元/m²,3室2厅,103m²,高层(共6层),2010年建造,赵华,鸿泰家园                 桃城-桃城-庆丰街388号
橄榄绿洲 2室2厅1卫,68万,7391元/m²,2室2厅,92m²,高层(共9层),2018年建造,相春亮,橄榄绿洲(C区)                 桃城-桃城-顺兴街
绿叶首推 福缘公寓 老证 带地下车库 紧邻哈院 百货大楼,100万,6711元/m²,3室2厅,149m²,高层(共15层),2008年建造,冉景衡,福缘公寓                 桃城-桃城-民生胡同9号
绿叶优选~康乐馨~6楼 简装通透2居！送小房！,48万,6000元/m²,2室1厅,80m²,高层(共6层),2012年建造,张建锐,康乐馨家园                 桃城-桃城-人民西路
汇中家天下  哈院对面  位置佳  价格可议   大三居,144.1万,11000元/m²,3室2厅,131m²,低层(共32层),2017年建造,范焕君,汇中广场                 桃城-桃城-人民东路
凯旋城148平133万 4室两厅两卫好楼层现房可贷款对面小学,133万,8986元/m²,4室2厅,148m²,高层(共25层),2016年建造,孙灵海,凯旋城                 安平-安平-长安东街8号
急售  腾达两居室15楼 精装,66万,7904元/m²,2室2厅,83m²,中层(共26层),2012年建造,李京,腾达新城                 桃城-桃城-永兴西路1568号
橄榄城可贷款，大型社区，南北通透中间楼层,95.8万,9876元/m²,2室2厅,97m²,高层(共27层),2010年建造,李志刚,橄榄城                 桃城-桃城-胜利西路
富美小区 三室二厅二卫 精装修 有房产证 带阁楼38万,38万,2835元/m²,3室2厅,134m²,高层(共7层),2012年建造,曹秋艳,"富美小区                 枣强-枣强-富强南路,近裕华东街"
九中北邻，大庆路小学北邻，怡然城西邻，,69.8万,7755元/m²,2室2厅,90m²,低层(共22层),2012年建造,李志刚,红星书香苑                 桃城-桃城-大庆东路
346紫金花园107平带15平的小房110万有证,110万,10280元/m²,3室2厅,107m²,中层(共27层),2015年建造,张占陇,紫金花园                 桃城-桃城-自强街
绿叶优选 和平路移动公司旁 大三居 精装修 带20平小房,88.8万,6481元/m²,3室2厅,137m²,高层(共6层),2003年建造,张叶化,郁园小区                 桃城-桃城-广平胡同
绿叶房产优选  橄榄城带小房,78.8万,8853元/m²,2室2厅,89m²,高层(共27层),2009年建造,李雄伟,橄榄城                 桃城-桃城-胜利西路
绿叶优选~和平公寓~精装通透2居！送车库！！老证 可贷款,75.8万,9717元/m²,2室2厅,78m²,中层(共6层),2008年建造,张建锐,和平公寓                 开发区-开发区-自强街158号
腾达新城精装 104平 新证,85万,8173元/m²,3室1厅,104m²,高层(共26层),2013年建造,张希森,腾达新城                 桃城-桃城-永兴西路1568号
协兴小区老证小房周边设施齐全，房东急售,53万,5955元/m²,2室2厅,89m²,高层(共6层),2004年建造,刘艳羽,协兴住宅楼                 桃城-桃城-和平西路
绿叶首推 四中西邻 精装三居 中间好楼层 满五唯一税费低,130万,10442元/m²,3室2厅,124m²,中层(共30层),2010年建造,张建锐,广厦上城                 桃城-桃城-育才街
合创首推 大庆路九中附近2室90平69.8万 电梯精装现房,69.8万,7755元/m²,2室2厅,90m²,高层(共15层),2010年建造,金媛媛,红星书香苑                 桃城-桃城-大庆东路
ZX广厦上城125平3室2厅13楼精装拎包入住老证130万,130万,10441元/m²,3室2厅,124m²,中层(共27层),2014年建造,薛凤霞,广厦上城                 桃城-桃城-育才街
急售+三居室+现房+可贷款+精装+拎包入住,60万,5555元/m²,3室2厅,108m²,低层(共17层),2015年建造,单会立,龙湖水岸                 枣强-枣强-中华东街15号
绿叶优选 上海公馆 包改名 可贷款 南北通透 单价8300平,91.6万,8293元/m²,3室2厅,110m²,低层(共25层),2018年建造,李东辉,上海公馆                 桃城-桃城-大庆西路
急售滨湖国际二区三室两厅南北通透包改名全款,69万,6221元/m²,3室2厅,110m²,低层(共33层),2016年建造,王艳慈,滨湖国际                 桃城-桃城-红旗大街
和众优选天玺香颂2室2厅1卫精装修带小房带家具家电有证可贷款,120万,13333元/m²,2室2厅,90m²,高层(共31层),2016年建造,陈华,天玺香颂                 桃城-桃城-南环西路
ZX3445和平嘉园3室1厅1卫93平简装5楼75万带小房,75万,8064元/m²,3室1厅,93m²,高层(共6层),2014年建造,薛凤霞,和平嘉园                 桃城-桃城-问津街
绿叶优选 怡水园 精装3室 次顶 送10平露台 老证 老证,110.8万,10165元/m²,3室2厅,109m²,高层(共17层),2014年建造,张立新,怡水园                 桃城-桃城-和平路
农行家属楼 御府后身 大面积110平 简装三居室22万带小房,25万,5000元/m²,3室2厅,50m²,共5层,2000年建造,张玉涛,"贵和御府                 枣强-枣强-幸福东街,近富强南路"
宋村小区简装带车库40平72万,72万,8089元/m²,3室1厅,89m²,共5层,1995年建造,张冲冲,宋村东区家园                 桃城-桃城-中心大街
绿叶优选 五洲国际90平 精装2室 好楼层带小房 带家具家电,88万,9777元/m²,2室2厅,90m²,低层(共33层),2013年建造,张立新,五洲国际官邸                 桃城-桃城-胜利西路
8号公寓，拎包入住！紧邻衡水学院，信誉楼 ，购物方便！,24万,6857元/m²,1室1厅,35m²,共4层,2017年建造,代根兴,北斗星城                 桃城-桃城-前进北大街
绿叶北斗星城御府112平三室两厅南北通透全明户型真超值的一套,105万,9375元/m²,3室2厅,112m²,高层(共18层),2015年建造,孙灵海,北斗星城                 桃城-桃城-前进北大街
吉售五院附近橄榄城两室两厅一卫精装修有证可贷款带地上小房,92.8万,10583元/m²,2室2厅,87m²,中层(共18层),2015年建造,赵华,橄榄城                 桃城-桃城-胜利西路
绿叶 东方太 阳城2期95平80万老证带小房精装修,80万,8421元/m²,3室2厅,95m²,中层(共6层),2008年建造,谢伟,东方太阳城                 桃城-桃城-翠微街299号
急售泰华雅清苑 130平两卫 贷款65万 黄 金楼层 包改名,131万,10076元/m²,3室2厅,130m²,中层(共30层),2018年建造,于洽,"泰华雅清苑                 桃城-桃城-南环西路,近昌明南大街"
华兴家园，周边设施齐全，3个阳面卧室采光好,105万,7553元/m²,3室2厅,139m²,中层(共10层),2007年建造,刘艳羽,华兴小区                 开发区-开发区-新华西路
泰华丽景名典三居室 老证 带小房六加一四楼 公摊小,90万,8823元/m²,3室2厅,102m²,中层(共6层),2015年建造,李京,丽景名典                 桃城-桃城-大庆东路561号
绿叶房产 首付低 恒大城楼 王 2室90平92万 次顶 有证,92万,10222元/m²,2室2厅,90m²,高层(共33层),2015年建造,王磊,恒大城                 开发区-开发区-顺兴街
怡然城 利民路小学 后马综合楼 南北大三居 带小房 08年房,71.5万,7150元/m²,3室2厅,100m²,低层(共6层),2008年建造,代乐,天鸿尚都                 桃城-桃城-利民路
滏东嘉园 2室2厅1卫部分家具送小房9.3平米,71万,7717元/m²,2室2厅,92m²,中层(共6层),2011年建造,赵聪,滏东嘉园                 桃城-桃城-南环东路
急售北门口小学附近宜居家园两室两厅带小房南北通透有证可贷款,80万,8000元/m²,2室2厅,100m²,低层(共6层),2010年建造,赵华,宜居嘉园                 桃城-桃城-人民东路
388真正的市中心 万和峰景 温馨两室 好楼层 精装带小房,61.8万,9967元/m²,2室1厅,62m²,低层(共24层),2013年建造,杨瑞,万和峰景                 桃城-桃城-站前西路889号
绿叶房产 盛世华庭 南北通透 精装修 老证 带小院,81.8万,8680元/m²,2室2厅,94m²,低层(共6层),2010年建造,刘凯旋,盛世华庭                 桃城-桃城-榕花北大街
急售市政广场附近鸿泰东都两室两厅带地下车位小房精装可贷款,130万,13000元/m²,2室2厅,100m²,低层(共27层),2011年建造,王艳慈,鸿泰东都                 桃城-桃城-静安路
尚品林溪三室两厅可贷款包改名可贷款44.7万南北通透,88万,8380元/m²,3室2厅,105m²,高层(共11层),2016年建造,郭天宇,尚品林溪                 桃城-桃城-人民西路
冀州金帝城 两室两厅 性价比高 产权无任何纠纷 风光好,56万,6913元/m²,2室2厅,81m²,共5层,2011年建造,陈维维,"金第城                 冀州-冀州-湖滨东大道,近京广线"
泰华依云湾  两室两厅 有证 可贷款 毛坯 小房单算3万,70.5万,9276元/m²,2室2厅,76m²,高层(共26层),2010年建造,郭天宇,依云湾                 桃城-桃城-和平东路
绿叶 招贤路腾达105平80万老证带小房 欢迎看房,80万,7619元/m²,3室1厅,105m²,共5层,2007年建造,谢伟,腾达家园                 桃城-桃城-中心大街
天玺香颂 96平 两室一厅 好楼层 全阳证齐,102万,10625元/m²,2室1厅,96m²,高层(共28层),2012年建造,路伟,天玺香颂                 桃城-桃城-南环西路
路北高铁CBD核心商圈 北辰SOHO写字楼,50万,5882元/m²,1室1厅,85m²,中层(共18层),2018年建造,相春亮,香榭丽都                 桃城-桃城-大庆西路
急售路北高铁北斗星城三室两厅毛坯一楼带小院包改名可贷款,85万,7589元/m²,3室2厅,112m²,低层(共18层),2018年建造,赵华,北斗星城                 桃城-桃城-前进北大街
岸芷庭蓝(三区)，精装，带车库22平。,75万,10000元/m²,2室2厅,75m²,中层(共6层),2010年建造,赵文荣,岸芷庭蓝(三区)                 桃城-桃城-河阳西路666号
绿叶优选~怡然城对面通衢苑~精装纯阳2居，送小房！证齐！！,82万,9111元/m²,2室2厅,90m²,低层(共30层),2015年建造,张建锐,通衢苑                 桃城-桃城-榕花北大街
德仁186丽景名典阁楼1室1厅有证能落户总款13万,45万,6923元/m²,1室1厅,65m²,高层(共7层),2006年建造,孙鹏飞,丽景名典                 桃城-桃城-大庆东路561号
富乐优选南北通透精装两室两厅环河非常好,71.6万,8423元/m²,2室2厅,85m²,高层(共6层),2008年建造,王芳,岸芷庭蓝(三区)                 桃城-桃城-河阳西路666号
泰华十一号院中央空调智能社区现价9000一平133平120万,120万,9022元/m²,3室2厅,133m²,高层(共33层),2017年建造,张冲冲,恒大城                 开发区-开发区-顺兴街
人民路小学附近三楼，精装修，可贷51万，老证，首付低,76.8万,8084元/m²,3室2厅,95m²,中层(共6层),2007年建造,李志刚,紫金花园                 桃城-桃城-自强街
水境界别墅一套，带小院,166万,9120元/m²,5室3厅,182m²,共3层,2010年建造,李志刚,水静界                 桃城-桃城-京广线
吉售前进街小学附近腾达西区三室一厅两卫中等装修 有证带小房,86.8万,7890元/m²,3室1厅,110m²,低层(共26层),2008年建造,赵华,腾达新城                 桃城-桃城-永兴西路1568号
丽景名典东橡胶生活区，三室一厅可贷款,69.8万,7670元/m²,3室2厅,91m²,中层(共6层),2004年建造,李志刚,丽景名典                 桃城-桃城-大庆东路561号
逸升佳苑 160万 135平赠10平小房 毛坯,160万,11851元/m²,3室2厅,135m²,中层(共17层),2015年建造,高必聪,逸升佳苑                 桃城-桃城-育才南大街
金太阳优选  2楼带车库老证,101万,7769元/m²,3室2厅,130m²,低层(共6层),2008年建造,孙剑,南山公寓                 开发区-开发区-人民西路
6期 8层 114平 321 毛坯 价格面议,100万,8771元/m²,3室2厅,114m²,低层(共24层),2015年建造,高必聪,东方太阳城                 桃城-桃城-翠微街299号
广厦上城  精装三居,118万,9440元/m²,3室2厅,125m²,低层(共26层),2010年建造,王芳,广厦上城                 桃城-桃城-育才街
绿叶  香榭丽都南区精装未住86平83万马上下证 欢迎看房,83万,9651元/m²,2室1厅,86m²,中层(共18层),2013年建造,谢伟,香榭丽都                 桃城-桃城-大庆西路
恒大泸州 四室两厅两卫 楼层可选,220.9万,12434元/m²,4室2厅,177m²,中层(共26层),2015年建造,李京,"恒大绿洲                 桃城-桃城-中华南大街,近南环西路"
合创优选 滨湖国际3室127平92万 包改名 首付25万,92万,7244元/m²,3室2厅,127m²,低层(共33层),2018年建造,金媛媛,滨湖国际                 桃城-桃城-红旗大街
香榭丽都北辰SOHO写字楼醇熟配套助力企业腾飞,55万,6626元/m²,1室1厅,83m²,低层(共7层),2018年建造,相春亮,香榭丽都                 桃城-桃城-大庆西路
急售学府名苑三室两厅南北通透包改名,88.5万,7202元/m²,3室2厅,122m²,中层(共22层),2016年建造,王艳慈,泰华学府                 桃城-桃城-纵一路
花香维也纳东区25/27楼90平86万,86万,9555元/m²,2室2厅,90m²,高层(共27层),2015年建造,张冲冲,花香维也纳(东区)                 桃城-桃城-康宁街
富乐优选和平嘉园  高层电梯两室一厅,73.6万,7997元/m²,2室1厅,92m²,中层(共22层),2013年建造,王芳,和平嘉园                 桃城-桃城-问津街
绿叶 急售 实验小学附近滏兴国际园精装，拎包入住，急售,36.8万,8177元/m²,1室1厅,45m²,高层(共16层),2015年建造,张叶化,滏兴国际园                 桃城-桃城-榕花大街
帝景城现房精装 两室两厅一卫 带部分家具 带楼门口车库,43万,4777元/m²,2室2厅,90m²,中层(共6层),2015年建造,曹秋艳,"帝景城(北区)                 枣强-枣强-花园路,近平原东街"
68红日景园103平带小房65万，全款,65万,6310元/m²,3室2厅,103m²,低层(共27层),2015年建造,张占陇,红日景园                 桃城-桃城-康居路
四季花城  准现房 可更名可贷款 款清签字 阳面客厅,56万,7060元/m²,2室2厅,79m²,共5层,2017年建造,刘红涛,天正四季花城                 桃城-桃城-振华路333号
牛做小学附近土产家属院精装有小院赠车库小房低楼层出行方便,79.8万,7600元/m²,3室2厅,105m²,共5层,2003年建造,郭彩霞,供销社生活区                 桃城-桃城-和平东路
橄榄绿洲，可贷款楼层好，房东急售,88万,7857元/m²,3室2厅,112m²,中层(共18层),2013年建造,刘艳羽,橄榄绿洲                 开发区-开发区-宝云大街
尚都花苑南北通透简装拎包入住，急售,65万,8666元/m²,2室1厅,75m²,中层(共6层),2007年建造,刘艳羽,尚都花苑                 桃城-桃城-京衡南大街
和平家园3期 小户型 1居室 全款 改名 牛左小学旁边,30.5万,7439元/m²,1室1厅,41m²,低层(共20层),2017年建造,代乐,和平嘉园                 桃城-桃城-问津街
绿叶 橄榄绿洲C区74平70万有证带小房  欢迎看房,70万,9459元/m²,2室2厅,74m²,低层(共18层),2016年建造,卢乐,橄榄绿洲(C区)                 桃城-桃城-顺兴街
绿叶 水静界140平122万豪装有证  欢迎看房,122万,8714元/m²,3室2厅,140m²,共4层,2010年建造,谢伟,水静界                 桃城-桃城-京广线
好房源，年轻创业过渡期，带小房，保值首付低，老证过户费低。,40万,10000元/m²,1室1厅,40m²,高层(共28层),2012年建造,李志刚,丽景名苑                 桃城-桃城-前进南大街468号
急售五中附近格林家园三室两厅一卫南北通透精装修老证带小房,88万,7040元/m²,3室2厅,125m²,高层(共6层),2009年建造,赵华,格林家园                 桃城-桃城-育才南大街
君悦温莎花园，环境好，地理位置好房东急售,83万,11369元/m²,2室1厅,73m²,低层(共29层),2010年建造,刘艳羽,君悦华府温莎花园                 桃城-桃城-人民西路
南北双通，明厨明卫全明格局！,78万,6610元/m²,3室2厅,118m²,中层(共25层),2016年建造,高占强,橄榄绿洲                 开发区-开发区-宝云大街
大成仪来城三室两厅一卫，精装，带大储藏间，,44万,4036元/m²,3室2厅,109m²,高层(共6层),2013年建造,谢静喜,大成仪来城                 武邑县-武邑县-富强街
新桥北街胜景茂园两室两厅老证可贷款可改三室简装南北通透,75万,8064元/m²,2室2厅,93m²,低层(共6层),2009年建造,郭天宇,胜景茂园                 桃城-桃城-新桥北大街
帝景城中装带车库，环境优美，紧邻学校,43万,4777元/m²,2室2厅,90m²,中层(共6层),2007年建造,刘红霞,"帝景城(南区)                 枣强-枣强-平原东街,近花园路"
绿叶优选：泰华未来城 经典两居比邻二中 预购从速,74.5万,8503元/m²,2室2厅,87m²,高层(共27层),2018年建造,牛占朝,泰华未来城                 桃城-桃城-大庆东路
343在水一方1期124平16楼现房，带小房全款108万,108万,8709元/m²,3室2厅,124m²,中层(共24层),2016年建造,张占陇,在水一方                 桃城-桃城-永兴东路
绿叶 万和峰景91平85.8万精装南北通透  欢迎看房,85.8万,9428元/m²,2室2厅,91m²,高层(共24层),2009年建造,谢伟,万和峰景                 桃城-桃城-站前西路889号
人民路大陆世家8楼164平125万,135万,8231元/m²,3室2厅,164m²,中层(共16层),2008年建造,孙玉茹,大陆裕丰小区                 桃城-桃城-人民西路818号
绿叶急售 岸芷庭蓝三期 明室明厅三居 均价不到九千,81.8万,8843元/m²,3室1厅,92m²,低层(共6层),2010年建造,张叶化,岸芷庭蓝(三区)                 桃城-桃城-河阳西路666号
绿叶优选 在水一方 全明户型，采光足，带小房,95万,9047元/m²,3室2厅,105m²,中层(共30层),2012年建造,尚岩,在水一方                 桃城-桃城-永兴东路
丽景名苑 有证可贷款 精装修  泰华物业  地段好,49.8万,9960元/m²,2室1厅,50m²,低层(共28层),2010年建造,范焕君,丽景名苑                 桃城-桃城-前进南大街468号
绿叶优选 恒大城142平带车位160万有证可贷款毛坯可随意装,160万,11267元/m²,3室2厅,142m²,低层(共33层),2015年建造,张立新,恒大城                 开发区-开发区-顺兴街
绿叶优选 腾达新城114平米/87万 精装修 南北通透,87万,7631元/m²,2室2厅,114m²,低层(共17层),2010年建造,张铭宇,腾达新城                 桃城-桃城-永兴西路1568号
富力城南北通透三居室双阳面卧室 有证可贷款带13平地上小房,79万,8586元/m²,3室1厅,92m²,低层(共6层),2006年建造,陈茂,富力城(一期)                 开发区-开发区-和平西路1869号
此房带车库，有房产证，带部分家具,36万,3789元/m²,3室2厅,95m²,高层(共6层),2012年建造,吴平,世纪花园                 枣强-枣强-裕华东街178号
东瑞小区116平， 2楼三室两厅，带车库精装，售价31万,40万,3448元/m²,3室2厅,116m²,共5层,2012年建造,崔彩会,东城雅郡                 枣强-枣强-东环南路
绿叶  橄榄城89.05平单价8000多有证带小房 欢迎看房,78.8万,8848元/m²,2室2厅,89m²,高层(共27层),2009年建造,谢伟,橄榄城                 桃城-桃城-胜利西路
世纪名城东区125平95万3楼3室2厅南北通透能贷款,95万,7600元/m²,3室2厅,125m²,中层(共6层),2015年建造,杜红梅,世纪名城                 桃城-桃城-中华北大街
精装 小一居 好楼层 全新家具 家电,28万,7625元/m²,1室1厅,36m²,高层(共24层),2012年建造,李京,伯乐港湾                 桃城-桃城-和平西路2230号
河东滏东家园92平72万精装带家具家电2室2厅有证能贷款,72万,7826元/m²,2室2厅,92m²,中层(共6层),2015年建造,杜红梅,滏东家园                 桃城-桃城-人民东路983号
五洲国际 三室两室两厅两卫 南北通透 有证可贷款,118万,9546元/m²,3室2厅,123m²,中层(共27层),2014年建造,高玲玲,五洲国际官邸                 桃城-桃城-胜利西路
北斗御府二期高铁附近，楼层好，房东急售,57万,8382元/m²,2室1厅,68m²,高层(共18层),2016年建造,刘艳羽,北斗新城                 桃城-桃城-前进北大街
和众优选泰华未来城3室2厅1卫包改名可贷款11/30层,95.4万,9000元/m²,3室2厅,106m²,中层(共30层),2017年建造,陈华,泰华未来城                 桃城-桃城-大庆东路
北斗御府二期高铁附近，楼层好，房东急售,57万,8382元/m²,2室1厅,68m²,高层(共18层),2016年建造,刘艳羽,北斗新城                 桃城-桃城-前进北大街
合创优选 和平嘉园2室86平60万 带阁楼 婚房精装 送小房,60万,6976元/m²,2室2厅,86m²,高层(共6层),2015年建造,金媛媛,和平嘉园                 桃城-桃城-问津街
人民路南苑小区低楼层93平带16平小房老证,79.8万,8603元/m²,3室2厅,92m²,低层(共6层),2006年建造,郭彩霞,南苑小区                 开发区-开发区-人民西路
绿叶优选 丽景名苑精装修两室 带小房 带地下车位,112万,12727元/m²,2室2厅,88m²,高层(共24层),2011年建造,张叶化,丽景名苑                 桃城-桃城-前进南大街468号
泰华未来城三室两厅两卫南北通透129平105万,105万,8280元/m²,3室2厅,126m²,中层(共33层),2018年建造,李岭岭,泰华未来城                 桃城-桃城-大庆东路
牧马庄园 2室精装 南北通透 送阳面小房 户型方正 随时看房,46.5万,7750元/m²,2室1厅,60m²,高层(共6层),2016年建造,焦灵芳,牧马庄园                 桃城-桃城-京广线
人民路审计局住宅楼 90平3楼 三室一厅  老证精装带小房,68万,7555元/m²,3室1厅,90m²,共5层,2003年建造,路伟,审计局住宅楼                 桃城-桃城-人民西路1218号
急售钢厂家属院一室一厅简装带小房老证,27万,6750元/m²,1室1厅,40m²,共4层,2000年建造,王艳慈,工商局住宅楼                 桃城-桃城-静安路198号
榕和佳苑18楼非顶楼，有阁楼，毛坯 证齐,105万,8536元/m²,4室2厅,123m²,高层(共18层),2016年建造,高必聪,榕和佳苑                 桃城-桃城-榕花大街136号
时代广场三室两厅两卫南北通透，带小房10平毛坯，小区环境好,110万,9821元/m²,3室2厅,112m²,高层(共31层),2016年建造,李金萍,时代广场                 桃城-桃城-人民西路69号
金太阳优选 人民路小学附近精装三居南北通透停车方便 可贷款,76.8万,8084元/m²,3室2厅,95m²,中层(共6层),2007年建造,孙剑,地税局家属院                 桃城-桃城-自强街
学府名苑 毛坯新房 经典两居 首付32.7万急售急售 18层,66万,7330元/m²,2室2厅,90m²,高层(共26层),2017年建造,刘红涛,泰华未来城                 桃城-桃城-大庆东路
紧邻人民路小学胜利路小学七中十三中可贷款广安公寓3室带车库,100万,7194元/m²,3室2厅,139m²,中层(共6层),2008年建造,马烨,广安公寓                 桃城-桃城-胜利西路269
合创优选 泰华未来城3室114平95万 包改名 首付51万,100万,7751元/m²,3室2厅,129m²,低层(共27层),2006年建造,金媛媛,泰华未来城                 桃城-桃城-大庆东路
首付低户型好，太，阳，城，四期，一楼带小院，有证可贷款,95万,8119元/m²,3室2厅,117m²,低层(共19层),2014年建造,杜建双,东方太阳城                 桃城-桃城-翠微街299号
绿叶 首推   丽景名苑,52万,10788元/m²,1室1厅,48m²,中层(共28层),2011年建造,李雄伟,丽景花园                 武强-武强-振兴南路
通衢苑，带小房车位，有证,126万,9843元/m²,3室2厅,128m²,中层(共24层),2012年建造,张海霞,通衢苑                 桃城-桃城-榕花北大街
德仁175隆兴宜居2室1厅85平毛坯房高档小区,77万,9058元/m²,2室1厅,85m²,高层(共17层),2014年建造,孙鹏飞,隆兴宜居                 桃城-桃城-隆兴路
榕花街附近兴业小区88平三室一厅精装修纯三楼有证可贷款,62.9万,7147元/m²,3室1厅,88m²,中层(共6层),2004年建造,李爱民,兴业小区                 桃城-桃城-榕花北大街
绿叶优选 北斗星城御府1期 76平米/74万 带小房,74万,9736元/m²,2室2厅,76m²,高层(共18层),2014年建造,张铭宇,北斗星城                 桃城-桃城-前进北大街
九州场自强街南头物价局家属院130平精装带小房97万4/6楼,97万,7461元/m²,3室2厅,130m²,中层(共6层),2005年建造,张冲冲,物价局家属院                 桃城-桃城-招贤路219号
顺兴街1499号恒大城 精装未住 带车位 证齐 170万,170万,12170元/m²,3室2厅,139m²,高层(共32层),2015年建造,高必聪,恒大城                 开发区-开发区-顺兴街
急急急售 可议价 温莎花园 122平米 可议价 三室两厅两卫,116万,9511元/m²,3室2厅,121m²,中层(共28层),2012年建造,李京,君悦华府温莎花园                 桃城-桃城-人民西路
爱特西御园小区城市中心精装3居可代款,118.8万,9504元/m²,3室2厅,125m²,高层(共26层),2014年建造,孙剑,御园小区                 桃城-桃城-和平西路
和众优选泰华未来城3室2厅1卫包改名可贷款11/30层,95.4万,9000元/m²,3室2厅,106m²,中层(共30层),2017年建造,陈华,泰华未来城                 桃城-桃城-大庆东路
和平路康复街装饰公司家属院 南北通透三居室 有证可贷款,77.7万,7194元/m²,3室1厅,108m²,低层(共6层),2003年建造,陈茂,装饰公司生活区                 桃城-桃城-康宁街59号
衡水中学东临牧马庄园精装两居有送车位,74万,8705元/m²,2室2厅,85m²,高层(共18层),2016年建造,王芳,牧马庄园                 桃城-桃城-京广线
靓景名居一层 3室2厅2卫 127平米,139万,10944元/m²,3室2厅,127m²,共1层,2018年建造,相春亮,靓景名居(一期)                 桃城-桃城-新华东路810号
衡水学院南邻新盾小区90平 简装3室 证齐可贷款 送8平小房,68.5万,7611元/m²,3室1厅,90m²,中层(共6层),2002年建造,焦灵芳,新盾小区                 开发区-开发区-前进南大街
绿叶优选 广厦家园2室1厅1卫82平米/97万 老证 带小房,79万,9688元/m²,2室1厅,81m²,低层(共6层),2007年建造,张铭宇,广厦家园                 桃城-桃城-永兴西路888号
滏阳河附近在水一方三室两厅一卫毛坯随意装修两梯三户,104万,7926元/m²,3室2厅,131m²,低层(共26层),2013年建造,董海燕,在水一方                 桃城-桃城-永兴东路
绿叶优选：明珠花园3/6楼简装3室老证带小房,73.8万,8021元/m²,3室2厅,92m²,中层(共6层),2008年建造,牛占朝,明珠花园                 桃城-桃城-和平西路1661号
5293 鑫城商贸广场7/18楼 125平 3.2厅简装小房,81万,6480元/m²,3室2厅,125m²,中层(共18层),2013年建造,张淑珍,鑫城商贸广场                 桃城-桃城-红旗大街
吉美家居凤凰城二期126平毛坯采光没问题109.8万,109.8万,8714元/m²,3室2厅,126m²,低层(共25层),2015年建造,张冲冲,弘瀚凤凰城                 桃城-桃城-大庆东路
急售高铁附近怡安家园两室两厅一卫精装带小房阳面有证可贷款,92万,9200元/m²,2室2厅,100m²,中层(共12层),2013年建造,董海燕,怡安嘉园                 桃城-桃城-大庆西路
自强街宋村小区简装71平带家具带小房53万,53万,7464元/m²,2室1厅,71m²,共5层,2000年建造,张冲冲,宋村东区家园                 桃城-桃城-中心大街
急售宝云小区四室两厅两卫，1楼，老证，有车库，南北通透！,138万,7582元/m²,4室2厅,182m²,低层(共6层),2012年建造,赵聪,宝云小区                 桃城-桃城-宝云大街
博学仕府简装 95平 221  72.8万  9/27楼,72.8万,7663元/m²,2室2厅,95m²,低层(共27层),2018年建造,张希森,盛景茂园                 桃城-桃城-新桥北街
通衢苑19楼 130平豪装 地下小房12平 115万 急用钱,115万,8846元/m²,3室2厅,130m²,高层(共24层),2015年建造,高必聪,通衢苑                 桃城-桃城-榕花北大街
北门口小学，恒美嘉园,50万,7042元/m²,2室1厅,71m²,中层(共6层),2015年建造,高必聪,恒美嘉园                 桃城-桃城-人民东路
衡百附近、怡水花园二期、2室精装、16/17、拎包入住、有证,91万,10705元/m²,2室2厅,85m²,高层(共17层),2010年建造,高占强,天元怡水花园                 开发区-开发区-和平西路
精信博雅园小高层，有证可贷款/首付低,79万,8315元/m²,2室2厅,95m²,高层(共17层),2010年建造,李志刚,精信博雅园                 桃城-桃城-大庆西路
966达观天下3室一厅带车库,124万,10050元/m²,3室2厅,123m²,高层(共17层),2013年建造,张新,达观天下                 桃城-桃城-永兴西路
急售庆丰街小学附近红旗商厦两室两厅简装老证可贷款带小房,82.8万,5710元/m²,3室2厅,145m²,中层(共6层),2003年建造,赵华,鸿泰花园                 桃城-桃城-庆丰街
衡中附近农校家属院，80平3室，证齐首付21万左右，随时看房,59.8万,7475元/m²,3室2厅,80m²,共5层,2005年建造,焦灵芳,农科所住宅楼                 桃城-桃城-京衡南大街
新天地 55万 期房马上交房，能分期,70万,6194元/m²,3室2厅,113m²,中层(共18层),2018年建造,张玉涛,新天地                 桃城-桃城-站前东路104号
德仁190水岸明珠3室2厅2卫113平河畔观景房环境优美,93.8万,8228元/m²,3室2厅,114m²,高层(共17层),2017年建造,孙鹏飞,天玺香颂                 桃城-桃城-南环西路
329享园小区97平50万带小房,50万,5154元/m²,3室2厅,97m²,中层(共6层),2008年建造,张占陇,享园小区                 桃城-桃城-河阳东路72号
天正和平里旁 橄榄绿洲 首付7万起 返乡置业*,69万,7500元/m²,2室2厅,92m²,中层(共25层),2018年建造,卢乐,橄榄绿洲                 开发区-开发区-宝云大街
富力城简装带小房老证繁华路段,92.8万,7733元/m²,3室2厅,120m²,低层(共6层),2002年建造,孙世燕,富力城(一期)                 开发区-开发区-和平西路1869号
